<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20060309,000000,2.80279,2.8406,2.77458,2.80279,64092.269804953,0
CDR,D,20060310,000000,2.80279,2.8217,2.75568,2.8217,33668.698433905,0
CDR,D,20060313,000000,2.80279,2.8406,2.77458,2.8217,29793.135727455,0
CDR,D,20060314,000000,2.77458,2.8217,2.69906,2.80279,90077.533832561,0
CDR,D,20060315,000000,2.75568,2.89722,2.73687,2.85951,210336.16378863,0
CDR,D,20060316,000000,2.8406,2.87831,2.8217,2.85951,59861.07673545,0
CDR,D,20060317,000000,2.87831,2.89722,2.8406,2.89722,89064.189360567,0
CDR,D,20060320,000000,2.89722,3.03886,2.85951,2.95384,241976.15265149,0
CDR,D,20060321,000000,2.95384,2.95384,2.87831,2.93503,25815.531354333,0
CDR,D,20060322,000000,2.91612,2.95384,2.87831,2.95384,82135.459162226,0
CDR,D,20060323,000000,2.97274,3.07657,2.97274,3.01995,204157.08623059,0
CDR,D,20060324,000000,3.03886,3.03886,2.95384,2.95384,71572.631191439,0
CDR,D,20060327,000000,2.95384,3.01995,2.95384,2.99155,46371.370464197,0
CDR,D,20060328,000000,2.95384,2.97274,2.89722,2.93503,154997.25041973,0
CDR,D,20060329,000000,2.91612,2.95384,2.87831,2.95384,80805.886554903,0
CDR,D,20060330,000000,2.99155,3.03886,2.91612,2.99155,124914.15470876,0
CDR,D,20060331,000000,2.99155,3.03886,2.93503,3.01995,120104.05198577,0
CDR,D,20060403,000000,3.07657,3.09538,3.01995,3.09538,216910.27393745,0
CDR,D,20060404,000000,3.09538,3.11428,2.99155,3.05766,138950.4406005,0
CDR,D,20060405,000000,3.07657,3.07657,2.97274,2.99155,79885.490927798,0
CDR,D,20060406,000000,2.99155,3.05766,2.95384,3.01995,126700.38903228,0
CDR,D,20060407,000000,3.01995,3.07657,2.95384,2.99155,194623.7677483,0
CDR,D,20060410,000000,2.99155,3.01995,2.93503,3.01995,140923.58292733,0
CDR,D,20060411,000000,3.03886,3.05766,2.93503,2.95384,91118.156769903,0
CDR,D,20060412,000000,2.95384,2.95384,2.91612,2.93503,65444.069309966,0
CDR,D,20060413,000000,2.95384,2.95384,2.87831,2.91612,117923.79538501,0
CDR,D,20060418,000000,2.87831,2.93503,2.77458,2.91612,180864.30776417,0
CDR,D,20060419,000000,2.89722,2.93503,2.85951,2.91612,78312.432759408,0
CDR,D,20060420,000000,2.87831,3.07657,2.87831,3.05766,275202.33375864,0
CDR,D,20060421,000000,3.05766,3.29353,2.95384,3.20861,898143.47157632,0
CDR,D,20060424,000000,3.1709,3.27473,3.11428,3.13309,243802.79951626,0
CDR,D,20060425,000000,3.05766,3.11428,2.99155,3.05766,236790.21329481,0
CDR,D,20060426,000000,3.15209,3.15209,3.05766,3.07657,259230.28714074,0
CDR,D,20060427,000000,3.09538,3.09538,3.03886,3.03886,51110.751239995,0
CDR,D,20060428,000000,3.09538,3.11428,2.99155,3.01995,34798.22896201,0
CDR,D,20060502,000000,3.29353,3.47288,3.29353,3.35015,857708.70342262,0
CDR,D,20060504,000000,3.35015,3.84099,3.23701,3.78437,1301673.8094663,0
CDR,D,20060505,000000,3.74656,4.03914,3.66164,3.78437,1533975.1997411,0
CDR,D,20060508,000000,3.85989,3.85989,3.60502,3.70885,505303.26116205,0
CDR,D,20060509,000000,3.68994,3.68994,3.5483,3.62392,353947.18070949,0
CDR,D,20060510,000000,3.58602,3.66164,3.5483,3.5483,334932.06973501,0
CDR,D,20060511,000000,3.49179,3.58602,3.45408,3.49179,203285.18565299,0
CDR,D,20060512,000000,3.51059,3.66164,3.42567,3.64283,199578.34530629,0
CDR,D,20060515,000000,3.64283,3.70885,3.5295,3.60502,241111.32426861,0
CDR,D,20060516,000000,3.60502,3.82208,3.49179,3.80318,358712.8296371,0
CDR,D,20060517,000000,3.82208,3.85989,3.58602,3.60502,261944.99959961,0
CDR,D,20060518,000000,3.56721,3.62392,3.5295,3.60502,109550.31683676,0
CDR,D,20060519,000000,3.58602,3.70885,3.51059,3.56721,159982.13738366,0
CDR,D,20060522,000000,3.58602,3.58602,3.15209,3.15209,207159.73804591,0
CDR,D,20060523,000000,3.15209,3.1898,2.60464,3.07657,487516.69144176,0
CDR,D,20060524,000000,2.99155,3.07657,2.80279,2.87831,143319.03631028,0
CDR,D,20060525,000000,2.85951,2.95384,2.77458,2.93503,199881.43936571,0
CDR,D,20060526,000000,2.99155,3.07657,2.93503,3.05766,105019.06064844,0
CDR,D,20060529,000000,3.05766,3.05766,2.93503,2.97274,140096.13614511,0
CDR,D,20060530,000000,2.97274,2.99155,2.8406,2.87831,89497.613865538,0
CDR,D,20060531,000000,2.8406,2.93503,2.80279,2.93503,109003.73721628,0
CDR,D,20060601,000000,2.93503,2.95384,2.8406,2.87831,144422.29868657,0
CDR,D,20060602,000000,3.15209,3.29353,2.95384,3.29353,1727624.0149316,0
CDR,D,20060605,000000,3.31244,3.5295,3.25582,3.25582,822865.0103517,0
CDR,D,20060606,000000,3.13309,3.23701,3.09538,3.13309,172708.04662517,0
CDR,D,20060607,000000,3.15209,3.20861,3.07657,3.1898,100816.15635781,0
CDR,D,20060608,000000,3.11428,3.13309,2.99155,3.05766,222835.76279912,0
CDR,D,20060609,000000,3.05766,3.07657,2.99155,3.01995,88994.4777269,0
CDR,D,20060612,000000,2.97274,3.07657,2.71797,2.80279,308964.99135097,0
CDR,D,20060613,000000,2.71797,2.71797,2.28375,2.66125,334706.76981751,0
CDR,D,20060614,000000,2.66125,2.8406,2.53862,2.8217,194184.28136214,0
CDR,D,20060616,000000,2.89722,2.93503,2.8217,2.8217,241384.10892209,0
CDR,D,20060619,000000,2.87831,2.89722,2.77458,2.85951,60256.109326227,0
CDR,D,20060620,000000,2.80279,2.85951,2.80279,2.85951,56642.21782441,0
CDR,D,20060621,000000,2.80279,2.8406,2.73687,2.80279,74003.445547987,0
CDR,D,20060622,000000,2.80279,2.85951,2.71797,2.71797,82607.27558139,0
CDR,D,20060623,000000,2.77458,2.77458,2.62354,2.69906,66797.889442042,0
CDR,D,20060626,000000,2.75568,2.75568,2.66125,2.69906,43789.009077939,0
CDR,D,20060627,000000,2.69906,2.8217,2.69906,2.80279,78512.474838625,0
CDR,D,20060628,000000,2.80279,2.80279,2.69906,2.77458,33710.121288692,0
CDR,D,20060629,000000,2.75568,2.8217,2.71797,2.73687,37681.663780626,0
CDR,D,20060630,000000,2.8217,2.8217,2.73687,2.80279,76830.302808844,0
CDR,D,20060703,000000,2.8217,2.8406,2.75568,2.8217,21119.594060386,0
CDR,D,20060704,000000,2.8406,2.99155,2.8406,2.91612,109438.17203478,0
CDR,D,20060705,000000,2.93503,3.07657,2.87831,2.89722,167617.07674045,0
CDR,D,20060706,000000,2.91612,3.07657,2.91612,3.03886,149267.76238316,0
CDR,D,20060707,000000,3.05766,3.09538,3.01995,3.03886,95585.763205754,0
CDR,D,20060710,000000,2.97274,3.03886,2.89722,2.95384,178667.8861469,0
CDR,D,20060711,000000,2.93503,2.93503,2.75568,2.77458,441941.4480403,0
CDR,D,20060712,000000,2.75568,2.80279,2.68026,2.71797,288532.41049193,0
CDR,D,20060713,000000,2.68026,2.73687,2.60464,2.68026,379628.34036414,0
CDR,D,20060714,000000,2.62354,2.80279,2.62354,2.77458,135545.68399969,0
CDR,D,20060717,000000,2.77458,2.77458,2.64235,2.68026,136337.7698083,0
CDR,D,20060718,000000,2.60464,2.60464,2.34986,2.44419,1340663.8292701,0
CDR,D,20060719,000000,2.38758,2.50081,2.36877,2.4631,329788.56354665,0
CDR,D,20060720,000000,2.51981,2.51981,2.44419,2.4631,131816.61675529,0
CDR,D,20060721,000000,2.4631,2.482,2.38758,2.482,126188.16007186,0
CDR,D,20060724,000000,2.50081,2.50081,2.40648,2.4631,91736.46865112,0
CDR,D,20060725,000000,2.42529,2.44419,2.36877,2.42529,188656.85603185,0
CDR,D,20060726,000000,2.42529,2.482,2.38758,2.44419,89964.378717044,0
CDR,D,20060727,000000,2.44419,2.482,2.42529,2.44419,131829.7508312,0
CDR,D,20060728,000000,2.36877,2.38758,2.30265,2.34986,603591.6130643,0
CDR,D,20060731,000000,2.32146,2.38758,2.26494,2.30265,263475.62459968,0
CDR,D,20060801,000000,2.34986,2.40648,2.30265,2.36877,118896.72731575,0
CDR,D,20060802,000000,2.38758,2.40648,2.32146,2.38758,56362.360976212,0
CDR,D,20060803,000000,2.38758,2.38758,2.26494,2.30265,116636.655946,0
CDR,D,20060804,000000,2.28375,2.36877,2.26494,2.30265,162834.2524828,0
CDR,D,20060807,000000,2.32146,2.34986,2.24604,2.30265,118281.44637512,0
CDR,D,20060808,000000,2.28375,2.30265,2.18942,2.18942,229583.64687534,0
CDR,D,20060809,000000,2.18942,2.22723,2.04788,2.08559,429240.79663707,0
CDR,D,20060810,000000,2.06678,2.06678,1.93465,1.99126,568605.46578545,0
CDR,D,20060811,000000,1.99126,2.08559,1.97236,2.06678,205952.41337589,0
CDR,D,20060814,000000,2.04788,2.04788,1.97236,2.01017,125616.32261309,0
CDR,D,20060816,000000,2.01017,2.04788,2.01017,2.02907,89839.099839151,0
CDR,D,20060817,000000,2.02907,2.04788,1.99126,2.01017,91516.220301275,0
CDR,D,20060818,000000,2.01017,2.04788,1.99126,2.02907,82405.21287511,0
CDR,D,20060821,000000,2.04788,2.06678,2.01017,2.01017,89036.910895219,0
CDR,D,20060822,000000,2.04788,2.04788,2.01017,2.01017,65079.346125131,0
CDR,D,20060823,000000,2.01017,2.08559,2.01017,2.08559,94674.460400431,0
CDR,D,20060824,000000,2.08559,2.17051,2.04788,2.15171,114437.20338815,0
CDR,D,20060825,000000,2.15171,2.15171,2.06678,2.08559,58754.783418567,0
CDR,D,20060828,000000,2.06678,2.08559,1.97236,2.01017,122410.59777796,0
CDR,D,20060829,000000,2.01017,2.06678,2.01017,2.02907,94443.098601741,0
CDR,D,20061023,000000,1.89694,2.04788,1.89694,1.98176,1643592.197271,0
CDR,D,20061024,000000,2.01017,2.01017,1.95345,1.97236,433381.06148875,0
CDR,D,20061025,000000,1.97236,2.01017,1.93465,2.01017,381723.73062827,0
CDR,D,20061026,000000,2.04788,2.50081,2.04788,2.50081,1754316.4984312,0
CDR,D,20061027,000000,2.50081,2.50081,2.28375,2.33106,804268.16917922,0
CDR,D,20061030,000000,2.35917,2.35917,2.25554,2.32146,186085.60809444,0
CDR,D,20061031,000000,2.1045,2.18942,2.01947,2.1233,901213.81439824,0
CDR,D,20061102,000000,2.1045,2.1328,2.04788,2.06678,284098.14440262,0
CDR,D,20061103,000000,2.04788,2.21783,2.04788,2.17051,201889.94266613,0
CDR,D,20061106,000000,2.17051,2.17051,2.01017,2.01017,526577.43319274,0
CDR,D,20061107,000000,1.97236,2.03838,1.95345,2.01947,447083.94391513,0
CDR,D,20061108,000000,2.02907,2.02907,1.96296,1.96296,256158.93400528,0
CDR,D,20061109,000000,1.96296,2.32146,1.94405,2.17051,1792995.3416673,0
CDR,D,20061110,000000,2.1328,2.14221,2.08559,2.1045,454613.81066465,0
CDR,D,20061113,000000,2.09509,2.1045,2.01017,2.03838,213297.39274917,0
CDR,D,20061114,000000,2.04788,2.18942,2.02907,2.18002,936126.2087893,0
CDR,D,20061115,000000,2.18002,2.18002,2.07629,2.07629,146165.08952823,0
CDR,D,20061116,000000,2.06678,2.14221,2.06678,2.1045,58514.328798094,0
CDR,D,20061117,000000,2.09509,2.1328,2.08559,2.114,78802.434822137,0
CDR,D,20061120,000000,2.1233,2.1233,2.06678,2.07629,155699.41832405,0
CDR,D,20061121,000000,2.08559,2.1233,2.05728,2.05728,92923.587050515,0
CDR,D,20061122,000000,2.03838,2.18942,2.03838,2.15171,619287.84408813,0
CDR,D,20061123,000000,2.14221,2.18002,2.1045,2.15171,200137.04868915,0
CDR,D,20061124,000000,2.15171,2.15171,2.09509,2.1045,47890.882015423,0
CDR,D,20061127,000000,2.1045,2.1045,2.07629,2.07629,94019.777232084,0
CDR,D,20061128,000000,2.08559,2.15171,2.07629,2.1328,149508.21700363,0
CDR,D,20061129,000000,2.114,2.18942,2.114,2.18002,253886.73887316,0
CDR,D,20061130,000000,2.18942,2.18942,2.114,2.1328,122573.25825651,0
CDR,D,20061201,000000,2.1328,2.14221,2.09509,2.1328,74700.561884653,0
CDR,D,20061204,000000,2.1045,2.1328,2.1045,2.1045,67794.058584003,0
CDR,D,20061205,000000,2.1045,2.1233,2.07629,2.08559,91564.715350782,0
CDR,D,20061206,000000,2.06678,2.06678,2.05728,2.06678,92439.646868974,0
CDR,D,20061207,000000,2.05728,2.114,2.05728,2.08559,100133.18441059,0
CDR,D,20061208,000000,2.08559,2.08559,2.06678,2.06678,67835.48143879,0
CDR,D,20061211,000000,2.06678,2.1233,2.05728,2.05728,145355.82838958,0
CDR,D,20061212,000000,2.03838,2.08559,2.03838,2.06678,90901.949674184,0
CDR,D,20061213,000000,2.05728,2.06678,2.03838,2.03838,114920.13325616,0
CDR,D,20061214,000000,2.03838,2.03838,1.98176,2.00067,85021.924921436,0
CDR,D,20061215,000000,1.99126,2.00067,1.84972,1.97236,129364.58581458,0
CDR,D,20061218,000000,1.97236,1.98176,1.95345,1.98176,56197.679870594,0
CDR,D,20061219,000000,1.98176,1.98176,1.84972,1.89694,157236.10520531,0
CDR,D,20061220,000000,1.87793,1.96296,1.87793,1.87793,224375.48062097,0
CDR,D,20061221,000000,1.87793,1.89694,1.82132,1.84022,266848.05116749,0
CDR,D,20061222,000000,1.82132,1.85913,1.67978,1.69868,791769.58048227,0
CDR,D,20061227,000000,1.69868,1.74589,1.69868,1.73649,123575.48927966,0
CDR,D,20061228,000000,1.73649,1.7743,1.73649,1.73649,53299.090349007,0
CDR,D,20061229,000000,1.7647,1.7647,1.70818,1.70818,50041.839523773,0
CDR,D,20070102,000000,1.7743,1.7743,1.72699,1.7553,41930.032180163,0
CDR,D,20070103,000000,1.7553,1.79311,1.74589,1.7647,52327.1687318,0
CDR,D,20070104,000000,1.7743,1.7743,1.69868,1.69868,55400.542494319,0
CDR,D,20070105,000000,1.71749,1.74589,1.70818,1.72699,44348.722774334,0
CDR,D,20070108,000000,1.69868,1.69868,1.67037,1.67978,44452.785068069,0
CDR,D,20070109,000000,1.67978,1.68928,1.67978,1.67978,31652.112625231,0
CDR,D,20070110,000000,1.69868,1.69868,1.67037,1.67978,52778.778880336,0
CDR,D,20070111,000000,1.66097,1.67978,1.65147,1.67037,68011.275993254,0
CDR,D,20070112,000000,1.67978,1.67978,1.65147,1.66097,42805.974011887,0
CDR,D,20070115,000000,1.65147,1.69868,1.61376,1.62326,227940.87707328,0
CDR,D,20070116,000000,1.61376,1.63266,1.55714,1.62326,195269.35809487,0
CDR,D,20070117,000000,1.63266,1.65147,1.59495,1.64206,63830.598600321,0
CDR,D,20070118,000000,1.65147,1.99126,1.64206,1.89694,822287.11101174,0
CDR,D,20070119,000000,1.89694,1.96296,1.79311,1.89694,412885.84119077,0
CDR,D,20070122,000000,1.89694,1.97236,1.81201,1.90624,207760.8745971,0
CDR,D,20070123,000000,1.97236,1.97236,1.85913,1.91574,105910.15718313,0
CDR,D,20070124,000000,1.93465,1.94405,1.86853,1.89694,105148.38078046,0
CDR,D,20070125,000000,1.89694,1.91574,1.82132,1.91574,116131.4991803,0
CDR,D,20070126,000000,1.89694,1.89694,1.83082,1.89694,62837.460398954,0
CDR,D,20070129,000000,1.84972,1.88743,1.84022,1.84022,41447.102312154,0
CDR,D,20070130,000000,1.84022,1.89694,1.79311,1.89694,63600.247115161,0
CDR,D,20070131,000000,1.87793,1.93465,1.84022,1.91574,99607.821374257,0
CDR,D,20070201,000000,1.89694,1.90624,1.88743,1.88743,58832.577560485,0
CDR,D,20070202,000000,1.88743,1.89694,1.85913,1.88743,36500.607262419,0
CDR,D,20070205,000000,1.84972,1.87793,1.84972,1.85913,16746.957096486,0
CDR,D,20070206,000000,1.87793,1.88743,1.84972,1.88743,23068.488862456,0
CDR,D,20070207,000000,1.84972,1.86853,1.84022,1.86853,60585.471537464,0
CDR,D,20070208,000000,1.84972,1.86853,1.80241,1.81201,53683.009490939,0
CDR,D,20070209,000000,1.7836,1.82132,1.7743,1.81201,70164.254128667,0
CDR,D,20070212,000000,1.7743,1.79311,1.7647,1.7743,39905.363863237,0
CDR,D,20070213,000000,1.7743,1.79311,1.73649,1.7836,24279.854786605,0
CDR,D,20070214,000000,1.83082,1.83082,1.74589,1.7836,39120.350249339,0
CDR,D,20070215,000000,1.69868,1.74589,1.67978,1.71749,105864.69307422,0
CDR,D,20070216,000000,1.69868,1.69868,1.61376,1.68928,138768.58416485,0
CDR,D,20070219,000000,1.69868,1.7553,1.67978,1.69868,104550.27516987,0
CDR,D,20070220,000000,1.71749,1.72699,1.68928,1.68928,83179.113040162,0
CDR,D,20070221,000000,1.69868,1.69868,1.65147,1.67037,90202.812710455,0
CDR,D,20070222,000000,1.68928,1.73649,1.65147,1.69868,106489.06683662,0
CDR,D,20070223,000000,1.69868,1.73649,1.67978,1.73649,82845.7095748,0
CDR,D,20070226,000000,1.73649,1.74589,1.69868,1.70818,40473.160067884,0
CDR,D,20070227,000000,1.71749,1.71749,1.58545,1.58545,150448.81890137,0
CDR,D,20070228,000000,1.61376,1.61376,1.58545,1.60425,144797.12500672,0
CDR,D,20070301,000000,1.60425,1.60425,1.55714,1.55714,320322.93607096,0
CDR,D,20070302,000000,1.55714,1.57605,1.55714,1.55714,49491.21864916,0
CDR,D,20070305,000000,1.57605,1.57605,1.50043,1.51003,116451.76856976,0
CDR,D,20070306,000000,1.51933,1.57605,1.51933,1.55714,38544.471536441,0
CDR,D,20070307,000000,1.55714,1.59495,1.55714,1.55714,34316.309407532,0
CDR,D,20070308,000000,1.58545,1.61376,1.55714,1.61376,35075.054869614,0
CDR,D,20070309,000000,1.60425,1.60425,1.57605,1.60425,14491.937294402,0
CDR,D,20070312,000000,1.60425,1.61376,1.57605,1.57605,45198.396454242,0
CDR,D,20070313,000000,1.57605,1.57605,1.54774,1.57605,18568.552393601,0
CDR,D,20070314,000000,1.54774,1.55714,1.52883,1.53824,53491.049919973,0
CDR,D,20070315,000000,1.55714,1.59495,1.55714,1.59495,113466.29208447,0
CDR,D,20070316,000000,1.60425,1.79311,1.60425,1.7553,722223.63823482,0
CDR,D,20070319,000000,1.7743,1.7743,1.67978,1.71749,115738.48721659,0
CDR,D,20070320,000000,1.71749,1.71749,1.67978,1.69868,44525.527642329,0
CDR,D,20070321,000000,1.69868,1.73649,1.67978,1.71749,72173.767742622,0
CDR,D,20070322,000000,1.71749,1.82132,1.71749,1.7743,683285.14442113,0
CDR,D,20070323,000000,1.80241,1.80241,1.7647,1.7836,101287.97277698,0
CDR,D,20070326,000000,1.81201,1.81201,1.7647,1.7743,155594.34571679,0
CDR,D,20070327,000000,1.7647,1.7836,1.74589,1.74589,118646.16955996,0
CDR,D,20070328,000000,1.74589,1.7647,1.69868,1.71749,82708.30693453,0
CDR,D,20070329,000000,1.72699,1.7553,1.69868,1.71749,47710.035893302,0
CDR,D,20070330,000000,1.73649,1.74589,1.72699,1.73649,38676.822609055,0
CDR,D,20070402,000000,1.74589,1.84972,1.73649,1.82132,162416.99299433,0
CDR,D,20070403,000000,1.84022,2.09509,1.82132,1.97236,1002352.2607726,0
CDR,D,20070404,000000,2.02907,2.22723,1.95345,1.96296,1629296.2608016,0
CDR,D,20070405,000000,1.98176,2.08559,1.98176,2.04788,440664.41173661,0
CDR,D,20070410,000000,2.08559,2.08559,1.97236,2.05728,231677.0165124,0
CDR,D,20070411,000000,2.04788,2.04788,1.99126,2.00067,106812.36716667,0
CDR,D,20070412,000000,2.00067,2.01947,1.93465,1.93465,222768.07179251,0
CDR,D,20070413,000000,1.97236,1.99126,1.94405,1.95345,50165.097774604,0
CDR,D,20070416,000000,2.00067,2.02907,1.95345,2.01017,119194.76980751,0
CDR,D,20070417,000000,1.97236,1.97236,1.93465,1.97236,114776.6687347,0
CDR,D,20070418,000000,1.97236,2.00067,1.86853,1.90624,115698.07467533,0
CDR,D,20070419,000000,1.89694,1.91574,1.7647,1.84972,154964.92038673,0
CDR,D,20070420,000000,1.88743,1.89694,1.84972,1.87793,57146.364276578,0
CDR,D,20070423,000000,1.83082,1.87793,1.7836,1.7836,90333.143156005,0
CDR,D,20070424,000000,1.7836,1.7836,1.68928,1.71749,222752.91708954,0
CDR,D,20070425,000000,1.69868,1.7743,1.69868,1.72699,158224.19183902,0
CDR,D,20070426,000000,1.73649,1.7743,1.72699,1.73649,102084.09983972,0
CDR,D,20070427,000000,1.73649,1.74589,1.70818,1.70818,120627.39439503,0
CDR,D,20070430,000000,1.71749,1.73649,1.70818,1.70818,15806.355198753,0
CDR,D,20070502,000000,1.69868,1.7647,1.69868,1.73649,33848.534242494,0
CDR,D,20070504,000000,1.74589,1.79311,1.74589,1.7553,46415.824259579,0
CDR,D,20070507,000000,1.7647,1.84022,1.74589,1.83082,143399.86139279,0
CDR,D,20070508,000000,1.82132,1.82132,1.7743,1.7743,64485.281768668,0
CDR,D,20070509,000000,1.7647,1.7647,1.67978,1.72699,145213.37418165,0
CDR,D,20070510,000000,1.69868,1.69868,1.61376,1.65147,56876.610563694,0
CDR,D,20070511,000000,1.61376,1.64206,1.56654,1.64206,182944.54332532,0
CDR,D,20070514,000000,1.64206,1.67978,1.64206,1.67037,36167.203797057,0
CDR,D,20070515,000000,1.68928,1.68928,1.65147,1.65147,28806.059407277,0
CDR,D,20070516,000000,1.65147,1.67978,1.61376,1.65147,44974.106850271,0
CDR,D,20070517,000000,1.62326,1.66097,1.62326,1.63266,19960.76443987,0
CDR,D,20070518,000000,1.63266,1.66097,1.57605,1.64206,39475.980612392,0
CDR,D,20070521,000000,1.64206,1.67037,1.61376,1.67037,33988.967823359,0
CDR,D,20070522,000000,1.67978,1.67978,1.64206,1.65147,143399.86139279,0
CDR,D,20070523,000000,1.65147,1.65147,1.61376,1.61376,83769.1361425,0
CDR,D,20070524,000000,1.61376,1.73649,1.61376,1.65147,489698.96866958,0
CDR,D,20070525,000000,1.67037,1.69868,1.65147,1.69868,81610.096125898,0
CDR,D,20070528,000000,1.86853,1.86853,1.7743,1.83082,550116.72816083,0
CDR,D,20070529,000000,1.84972,1.84972,1.7743,1.81201,111788.16130882,0
CDR,D,20070530,000000,1.7553,1.81201,1.74589,1.79311,128714.95421389,0
CDR,D,20070531,000000,1.79311,1.81201,1.7553,1.79311,83999.487627659,0
CDR,D,20070601,000000,1.7743,1.86853,1.7743,1.80241,192879.96659311,0
CDR,D,20070604,000000,1.84972,2.01947,1.84022,2.00067,1042528.3886622,0
CDR,D,20070605,000000,2.00067,2.06678,1.90624,1.96296,698916.71537895,0
CDR,D,20070606,000000,1.94405,2.01017,1.93465,2.00067,314490.39605419,0
CDR,D,20070608,000000,1.99126,2.28375,1.97236,2.27434,1376841.1362025,0
CDR,D,20070611,000000,2.30265,2.68026,2.29325,2.64235,2468776.8874908,0
CDR,D,20070612,000000,2.64235,2.68026,2.51981,2.51981,1159592.407232,0
CDR,D,20070613,000000,2.51981,2.76508,2.44419,2.73687,1482393.6423955,0
CDR,D,20070614,000000,2.77458,2.85011,2.61414,2.70847,1014772.0450141,0
CDR,D,20070615,000000,2.70847,2.75568,2.56693,2.64235,1027348.4278529,0
CDR,D,20070618,000000,2.64235,2.69906,2.57633,2.68026,388051.32427543,0
CDR,D,20070619,000000,2.69906,2.8311,2.68026,2.8123,513401.93442976,0
CDR,D,20070620,000000,2.8311,2.8311,2.56693,2.63304,545843.10192301,0
CDR,D,20070621,000000,2.80279,2.80279,2.63304,2.63304,361911.48227751,0
CDR,D,20070622,000000,2.64235,3.00115,2.64235,2.94433,1105773.0054143,0
CDR,D,20070625,000000,3.01995,3.07657,2.85951,2.98204,474463.44061607,0
CDR,D,20070626,000000,2.97274,2.97274,2.80279,2.89722,482702.54746463,0
CDR,D,20070627,000000,2.89722,2.93503,2.70847,2.75568,283698.06024418,0
CDR,D,20070628,000000,2.61414,2.71797,2.29325,2.482,1812309.5054471,0
CDR,D,20070629,000000,2.4631,2.65185,2.34986,2.58573,674730.81975077,0
CDR,D,20070702,000000,2.69906,2.79339,2.66125,2.71797,700932.2908741,0
CDR,D,20070703,000000,2.80279,3.37856,2.71797,3.25582,1436542.5834,0
CDR,D,20070704,000000,3.25582,3.31244,3.07657,3.07657,659421.53880947,0
CDR,D,20070705,000000,3.15209,3.63333,3.11428,3.58602,2087178.4357404,0
CDR,D,20070706,000000,3.58602,3.60502,3.39736,3.48238,1169377.2937836,0
CDR,D,20070709,000000,3.58602,3.78437,3.56721,3.60502,1411222.105676,0
CDR,D,20070710,000000,3.45408,3.66164,3.45408,3.56721,803654.90886566,0
CDR,D,20070711,000000,3.57671,3.57671,3.27473,3.31244,508386.73805989,0
CDR,D,20070712,000000,3.35965,3.35965,3.03886,3.11428,961980.13205782,0
CDR,D,20070713,000000,3.907,4.35993,3.58602,4.16188,2221280.3817037,0
CDR,D,20070716,000000,4.71863,5.98319,4.6054,5.12445,2398711.6440882,0
CDR,D,20070717,000000,5.6623,6.13414,5.09604,5.55847,1556421.3354682,0
CDR,D,20070718,000000,5.56797,5.59618,5.09604,5.22818,594928.17453255,0
CDR,D,20070719,000000,5.10554,5.19987,4.84127,4.9357,458909.66380016,0
CDR,D,20070720,000000,4.81286,5.6435,4.38824,5.00171,1237558.3024501,0
CDR,D,20070723,000000,4.67142,5.18097,4.63371,4.77515,337213.35768891,0
CDR,D,20070724,000000,4.73744,4.87898,4.62421,4.62421,150096.21947891,0
CDR,D,20070725,000000,4.52988,4.62421,4.41665,4.43545,171567.40264822,0
CDR,D,20070726,000000,4.30342,4.6054,4.2561,4.31282,198623.59901911,0
CDR,D,20070727,000000,4.2373,4.52988,4.05805,4.41665,204571.31477847,0
CDR,D,20070730,000000,4.34113,4.48267,4.26571,4.29391,70004.624590706,0
CDR,D,20070731,000000,4.42605,4.86017,4.34113,4.63371,348690.51940561,0
CDR,D,20070801,000000,4.577,4.62421,4.21839,4.35993,224889.73020845,0
CDR,D,20070802,000000,4.50157,4.50157,4.2467,4.29391,94877.533420243,0
CDR,D,20070803,000000,4.29391,4.29391,4.05805,4.15237,111562.86139131,0
CDR,D,20070806,000000,4.15237,4.15237,3.91641,4.01083,158226.21246609,0
CDR,D,20070807,000000,4.10516,4.17118,3.77487,3.907,114910.03012084,0
CDR,D,20070808,000000,3.92581,4.05805,3.75606,3.98253,113856.27310759,0
CDR,D,20070809,000000,4.04855,4.04855,3.75606,3.77487,80385.596125841,0
CDR,D,20070810,000000,3.63333,3.63333,3.35015,3.40686,145827.64480874,0
CDR,D,20070813,000000,3.38796,3.56721,3.38796,3.43507,84416.747116127,0
CDR,D,20070814,000000,3.49179,3.49179,3.1709,3.44457,88980.333337461,0
CDR,D,20070816,000000,3.1898,3.1898,2.64235,2.89722,162668.56106365,0
CDR,D,20070817,000000,2.87831,3.20861,2.8311,3.20861,204036.85892036,0
CDR,D,20070820,000000,3.44457,3.91641,3.44457,3.78437,317195.00537775,0
CDR,D,20070821,000000,3.86919,3.96362,3.58602,3.77487,167890.87170746,0
CDR,D,20070822,000000,3.86919,3.94482,3.77487,3.85029,153366.60438005,0
CDR,D,20070823,000000,3.86919,4.05805,3.78437,3.94482,188766.98020678,0
CDR,D,20070824,000000,3.85029,3.91641,3.77487,3.91641,100157.43193534,0
CDR,D,20070827,000000,3.93531,4.15237,3.86919,3.96362,163869.82385249,0
CDR,D,20070828,000000,3.94482,3.94482,3.77487,3.77487,64147.83704918,0
CDR,D,20070829,000000,3.67104,3.82208,3.58602,3.82208,50441.923682208,0
